latitude,longitude,depth_avg,navigable,time,wind_speed_10m,wind_direction_10m,navigable_wind,blocked_seamark,is_buoy,navigable_final
38.03562798227539,-0.0569239999999999,-681.7714,True,,,,False,False,False,True
38.03562798227539,-0.0149239999999999,-766.6428,True,,,,False,False,False,True
38.03562798227539,0.027076,-920.74286,True,,,,False,False,False,True
38.03562798227539,0.069076,-954.11426,True,,,,False,False,False,True
38.03562798227539,0.111076,-985.5714,True,,,,False,False,False,True
38.03562798227539,0.153076,-834.1,True,,,,False,False,False,True
38.03562798227539,0.195076,-837.75714,True,,,,False,False,False,True
38.03562798227539,0.237076,-823.9286,True,,,,False,False,False,True
38.03562798227539,0.279076,-801.97144,True,,,,False,False,False,True
38.03562798227539,0.321076,-802.17145,True,,,,False,False,False,True
38.03562798227539,0.363076,-870.0,True,,,,False,False,False,True
38.03562798227539,0.405076,-886.1,True,,,,False,False,False,True
38.03562798227539,0.447076,-928.6,True,,,,False,False,False,True
38.03562798227539,0.489076,-1059.5,True,,,,False,False,False,True
38.03562798227539,0.531076,-1663.2571,True,,,,False,False,False,True
38.03562798227539,0.573076,-1618.2286,True,,,,False,False,False,True
38.03562798227539,0.6150760000000001,-1747.6143,True,,,,False,False,False,True
38.03562798227539,0.657076,-1909.6143,True,,,,False,False,False,True
38.03562798227539,0.699076,-1853.7858,True,,,,False,False,False,True
38.03562798227539,0.7410760000000001,-1782.4429,True,,,,False,False,False,True
38.03562798227539,0.783076,-1809.5286,True,,,,False,False,False,True
38.03562798227539,0.825076,-1739.2999,True,,,,False,False,False,True
38.03562798227539,0.8670760000000001,-1780.9572,True,,,,False,False,False,True
38.03562798227539,0.909076,-2030.6,True,,,,False,False,False,True
38.03562798227539,0.951076,-2131.6714,True,,,,False,False,False,True
38.03562798227539,0.993076,-2071.5715,True,,,,False,False,False,True
38.03562798227539,1.035076,-2087.4285,True,,,,False,False,False,True
38.03562798227539,1.077076,-2118.9734,True,,,,False,False,False,True
38.03562798227539,1.119076,-2052.0999,True,,,,False,False,False,True
38.03562798227539,1.161076,-2081.6,True,,,,False,False,False,True
38.03562798227539,1.203076,-1813.6,True,,,,False,False,False,True
